Date,Close
5/30/2016,19.72
5/31/2016,19.49
6/1/2016,19.35
6/2/2016,19.43
6/3/2016,19.51
6/6/2016,19.24
6/7/2016,19.09
6/8/2016,19.03
6/9/2016,19.05
6/10/2016,19.14
6/14/2016,18.88
6/15/2016,18.9
6/16/2016,18.76
6/17/2016,18.94
6/20/2016,18.87
6/21/2016,18.79
6/22/2016,18.74
6/23/2016,18.63
6/24/2016,18.23
6/27/2016,18.26
6/28/2016,18.19
6/29/2016,18.49
6/30/2016,18.66
7/1/2016,18.8
7/4/2016,18.81
7/5/2016,18.71
7/6/2016,18.78
7/7/2016,18.72
7/8/2016,18.75
7/11/2016,18.93
7/12/2016,18.87
7/13/2016,18.95
7/14/2016,18.97
7/15/2016,18.96
7/18/2016,19.07
7/19/2016,19.25
7/20/2016,19.33
7/21/2016,19.44
7/22/2016,19.39
7/25/2016,19.43
7/26/2016,19.31
7/27/2016,19.47
7/28/2016,19.32
7/29/2016,19.34
8/1/2016,19.22
8/2/2016,19.27
8/3/2016,19.04
8/4/2016,19.07
8/5/2016,18.95
8/8/2016,19.23
8/9/2016,19.15
8/10/2016,19.01
8/11/2016,18.98
8/12/2016,19.05
8/15/2016,19.15
8/16/2016,19.04
8/17/2016,19.08
8/18/2016,19
8/19/2016,19.18
8/22/2016,19.27
8/23/2016,19.18
8/24/2016,19.31
8/25/2016,19.15
8/26/2016,19.13
8/29/2016,19.29
8/30/2016,19.35
8/31/2016,19.44
9/1/2016,19.38
9/2/2016,19.26
9/5/2016,19.29
9/6/2016,19.19
9/7/2016,19.13
9/8/2016,19.11
9/9/2016,19.12
9/12/2016,18.83
9/13/2016,19.17
9/14/2016,19.17
9/15/2016,19.1
9/16/2016,19.17
9/20/2016,19.12
9/21/2016,19.12
9/22/2016,18.99
9/23/2016,19.13
9/26/2016,19.07
9/27/2016,18.85
9/28/2016,18.8
9/29/2016,18.92
9/30/2016,18.85
10/3/2016,18.97
10/4/2016,18.86
10/5/2016,18.86
10/6/2016,19.01
10/7/2016,19.09
10/10/2016,19.02
10/11/2016,19.15
10/12/2016,18.94
10/13/2016,18.89
10/14/2016,18.84
10/17/2016,18.75
10/18/2016,18.63
10/19/2016,18.71
10/20/2016,18.76
10/21/2016,18.76
10/24/2016,18.87
10/25/2016,18.9
10/26/2016,18.66
10/27/2016,18.76
10/28/2016,18.8
10/31/2016,18.77
11/1/2016,18.66
11/2/2016,18.45
11/3/2016,18.28
11/4/2016,18.22
11/7/2016,18.44
11/8/2016,18.58
11/9/2016,17.89
11/10/2016,18.94
11/11/2016,19.07
11/14/2016,19.33
11/15/2016,19.25
11/16/2016,19.41
11/17/2016,19.54
11/18/2016,19.85
11/21/2016,20.05
11/22/2016,20.01
11/23/2016,19.91
11/24/2016,20.04
11/25/2016,19.95
11/28/2016,19.83
11/29/2016,19.77
11/30/2016,19.82
12/1/2016,19.96
12/2/2016,19.85
12/5/2016,19.71
12/6/2016,19.86
12/7/2016,20
12/8/2016,20.08
12/9/2016,20.25
12/12/2016,20.39
12/13/2016,20.23
12/14/2016,20.39
12/15/2016,20.47
12/16/2016,20.68
12/19/2016,20.86
12/20/2016,21
12/21/2016,21.03
12/22/2016,20.87
12/23/2016,21
12/28/2016,21.06
12/29/2016,20.9
12/30/2016,20.82
1/3/2017,20.81
1/4/2017,20.89
1/5/2017,20.78
1/6/2017,20.75
1/9/2017,20.87
1/10/2017,20.57
1/11/2017,20.55
1/12/2017,20.36
1/13/2017,20.3
1/16/2017,20.34
1/17/2017,20.26
1/18/2017,20.13
1/19/2017,20.21
1/20/2017,20.05
1/23/2017,20.06
1/24/2017,20.02
1/25/2017,20.24
1/27/2017,20.43
1/30/2017,20.28
1/31/2017,20.13
2/1/2017,20.19
2/2/2017,19.91
2/3/2017,19.93
2/6/2017,20.06
2/7/2017,20.01
2/8/2017,20.13
2/9/2017,20.16
2/10/2017,20.25
2/13/2017,20.28
2/14/2017,20.34
2/15/2017,20.45
2/16/2017,20.44
2/17/2017,20.42
2/20/2017,20.56
2/21/2017,20.6
2/22/2017,20.62
2/23/2017,20.62
2/24/2017,20.54
2/27/2017,20.66
2/28/2017,20.7
3/1/2017,20.78
3/2/2017,20.98
3/3/2017,21.1
3/6/2017,21.05
3/7/2017,20.92
3/8/2017,20.91
3/9/2017,21.13
3/10/2017,21.21
3/13/2017,21.05
3/14/2017,21.09
3/15/2017,21.04
3/16/2017,20.87
3/17/2017,20.83
3/20/2017,20.63
3/21/2017,20.73
3/22/2017,20.52
3/23/2017,20.64
3/24/2017,20.73
3/27/2017,20.43
3/28/2017,20.62
3/29/2017,20.64
3/30/2017,20.63
3/31/2017,20.7
4/3/2017,20.85
4/4/2017,20.81
4/5/2017,20.83
4/6/2017,20.82
4/7/2017,20.95
4/10/2017,21.09
4/11/2017,21
4/12/2017,21.03
4/13/2017,20.73
4/18/2017,20.82
4/19/2017,20.9
4/20/2017,20.88
4/21/2017,20.96
4/24/2017,21.01
4/26/2017,21.3
4/27/2017,21.37
4/28/2017,21.42
5/1/2017,21.36
5/2/2017,21.24
5/3/2017,21.34
5/4/2017,21.61
5/5/2017,21.67
5/8/2017,21.72
5/9/2017,21.87
5/10/2017,21.78
5/11/2017,21.87
5/12/2017,21.71
5/15/2017,21.71
5/16/2017,21.67
5/17/2017,21.53
5/18/2017,21.29
5/19/2017,21.36
5/22/2017,21.51
5/23/2017,21.42
5/24/2017,21.6
5/25/2017,21.57
5/26/2017,21.79
5/29/2017,21.83
5/30/2017,21.8
5/31/2017,21.75
6/1/2017,21.89
6/2/2017,22.13
6/5/2017,21.93
6/6/2017,21.81
6/7/2017,21.68
6/8/2017,21.65
6/9/2017,21.71
6/13/2017,21.65
6/14/2017,21.71
6/15/2017,21.47
6/16/2017,21.58
6/19/2017,21.54
6/20/2017,21.65
6/21/2017,21.68
6/22/2017,21.67
6/23/2017,21.68
6/26/2017,21.65
6/27/2017,21.58
6/28/2017,21.32
6/29/2017,21.39
6/30/2017,21.2
7/3/2017,21.21
7/4/2017,21.37
7/5/2017,21.37
7/6/2017,21.43
7/7/2017,21.31
7/10/2017,21.39
7/11/2017,21.39
7/12/2017,21.24
7/13/2017,21.25
7/14/2017,21.18
7/17/2017,21.1
7/18/2017,20.86
7/19/2017,20.8
7/20/2017,20.9
7/21/2017,20.96
7/24/2017,20.88
7/25/2017,20.85
7/26/2017,21.05
7/27/2017,20.67
7/28/2017,20.75
7/31/2017,20.74
8/1/2017,20.69
8/2/2017,20.87
8/3/2017,20.94
8/4/2017,20.82
8/7/2017,20.95
8/8/2017,20.98
8/9/2017,21.02
8/10/2017,21.04
8/11/2017,20.83
8/14/2017,20.84
8/15/2017,21.11
8/16/2017,21.12
8/17/2017,20.86
8/18/2017,20.71
8/21/2017,20.55
8/22/2017,20.61
8/23/2017,20.85
8/24/2017,20.77
8/25/2017,20.76
8/28/2017,20.66
8/29/2017,20.61
8/30/2017,20.62
8/31/2017,20.91
9/1/2017,20.96
9/4/2017,20.82
9/5/2017,20.87
9/6/2017,20.71
9/7/2017,20.73
9/8/2017,20.39
9/11/2017,20.68
9/12/2017,20.85
9/13/2017,20.89
9/14/2017,20.96
9/15/2017,20.97
9/18/2017,21.01
9/19/2017,21.11
9/20/2017,20.99
9/21/2017,21.14
9/22/2017,21.16
9/25/2017,21.11
9/26/2017,21.24
9/27/2017,21.29
9/28/2017,21.46
9/29/2017,21.43
10/2/2017,21.57
10/3/2017,21.73
10/4/2017,21.59
10/5/2017,21.7
10/6/2017,22.03
10/9/2017,22
10/10/2017,21.92
10/11/2017,21.97
10/12/2017,21.87
10/13/2017,21.83
10/16/2017,21.76
10/17/2017,21.85
10/18/2017,21.85
10/19/2017,21.84
10/20/2017,21.93
10/23/2017,22.05
10/24/2017,22
10/25/2017,22.27
10/26/2017,22.27
10/27/2017,22.51
10/30/2017,22.49
10/31/2017,22.47
11/1/2017,22.57
11/2/2017,22.35
11/3/2017,22.5
11/6/2017,22.61
11/7/2017,22.65
11/8/2017,22.66
11/9/2017,22.61
11/10/2017,22.6
11/13/2017,22.66
11/14/2017,22.69
11/15/2017,22.76
11/16/2017,22.73
11/17/2017,22.9
11/20/2017,22.84
11/21/2017,23.01
11/22/2017,23.04
11/23/2017,22.87
11/24/2017,22.89
11/27/2017,22.96
11/28/2017,22.94
11/29/2017,23.24
11/30/2017,23.26
12/1/2017,23.46
12/4/2017,23.52
12/5/2017,23.22
12/6/2017,23.26
12/7/2017,23.47
12/8/2017,23.63
12/11/2017,23.7
12/12/2017,23.75
12/13/2017,23.61
12/14/2017,23.39
12/15/2017,23.27
12/18/2017,23.57
12/19/2017,23.61
12/20/2017,23.49
12/21/2017,23.42
12/22/2017,23.33
12/27/2017,23.19
12/28/2017,23.08
12/29/2017,23.08
1/2/2018,22.92
1/3/2018,23.1
1/4/2018,23.19
1/5/2018,23.24
1/8/2018,23.45
1/9/2018,23.43
1/10/2018,23.55
1/11/2018,23.41
1/12/2018,23.52
1/15/2018,23.57
1/16/2018,23.51
1/17/2018,23.43
1/18/2018,23.61
1/19/2018,23.33
1/22/2018,23.53
1/23/2018,23.79
1/24/2018,23.75
1/25/2018,23.51
1/29/2018,23.79
1/30/2018,23.57
1/31/2018,23.5
2/1/2018,23.64
2/2/2018,23.63
2/5/2018,23.26
2/6/2018,21.92
2/7/2018,22.81
2/8/2018,22.89
2/9/2018,22.48
2/12/2018,22.58
2/13/2018,22.61
2/14/2018,22.71
2/15/2018,22.92
2/16/2018,23.05
2/19/2018,23.27
2/20/2018,23.13
2/21/2018,23.15
2/22/2018,23.14
2/23/2018,23.33
2/26/2018,23.49
2/27/2018,23.78
2/28/2018,23.65
3/1/2018,23.55
3/2/2018,23.19
3/5/2018,23.17
3/6/2018,23.5
3/7/2018,23.21
3/8/2018,23.39
3/9/2018,23.61
3/12/2018,23.87
3/13/2018,23.79
3/14/2018,23.61
3/15/2018,23.49
3/16/2018,23.74
3/19/2018,23.99
3/20/2018,23.75
3/21/2018,23.8
3/22/2018,23.59
3/23/2018,22.82
3/26/2018,22.63
3/27/2018,23.08
3/28/2018,22.72
3/29/2018,22.74
4/3/2018,22.48
4/4/2018,22.68
4/5/2018,23.12
4/6/2018,22.96
4/9/2018,22.83
4/10/2018,22.97
4/11/2018,22.85
4/12/2018,22.86
4/13/2018,22.94
4/16/2018,23
4/17/2018,23.22
4/18/2018,23.39
4/19/2018,23.27
4/20/2018,23.41
4/23/2018,23.38
4/24/2018,23.59
4/26/2018,23.42
4/27/2018,23.73
4/30/2018,23.74
5/1/2018,23.59
5/2/2018,23.71
5/3/2018,23.45
5/4/2018,23.38
5/7/2018,23.85
5/8/2018,23.85
5/9/2018,24.14
5/10/2018,24.29
5/11/2018,24.21
5/14/2018,24.35
5/15/2018,24.33
5/16/2018,24.33
5/17/2018,24.23
5/18/2018,24.33
5/21/2018,24.35
5/22/2018,24.21
5/23/2018,24.2
5/24/2018,24.21
5/25/2018,24.28
5/28/2018,24.2
5/29/2018,24.22
5/30/2018,24.13
5/31/2018,24.16
6/1/2018,24.16
6/4/2018,24.13
6/5/2018,24.18
6/6/2018,24.18
6/7/2018,24.34
6/8/2018,24.43
6/12/2018,24.59
6/13/2018,24.76
6/14/2018,24.67
6/15/2018,25.09
6/18/2018,24.99
6/19/2018,25.03
6/20/2018,25.18
6/21/2018,25.38
6/22/2018,25.06
6/25/2018,24.87
6/26/2018,24.69
6/27/2018,24.7
6/28/2018,24.65
6/29/2018,24.7
7/2/2018,24.55
7/3/2018,24.79
7/4/2018,24.57
7/5/2018,24.66
7/6/2018,24.81
7/9/2018,24.88
7/10/2018,25.04
7/11/2018,25.1
7/12/2018,25.25
7/13/2018,25.35
7/16/2018,25.28
7/17/2018,25.2
7/18/2018,25.61
7/19/2018,25.7
7/20/2018,25.5
7/23/2018,25.27
7/24/2018,25.6
7/25/2018,25.5
7/26/2018,25.54
7/27/2018,25.81
7/30/2018,25.45
7/31/2018,25.33
8/1/2018,25.5
8/2/2018,25.47
8/3/2018,25.73
8/6/2018,25.8
8/7/2018,25.82
8/8/2018,25.83
8/9/2018,25.75
8/10/2018,26.03
8/13/2018,26.03
8/14/2018,26.13
8/15/2018,26.39
8/16/2018,26.12
8/17/2018,26.28
8/20/2018,26.21
8/21/2018,26.07
8/22/2018,26.05
8/23/2018,26.31
8/24/2018,26.4
8/27/2018,26.43
8/28/2018,26.57
8/29/2018,26.68
8/30/2018,26.85
8/31/2018,26.88
9/3/2018,27.11
9/4/2018,27.04
9/5/2018,27.19
9/6/2018,27.03
9/7/2018,27.02
9/10/2018,27.18
9/11/2018,27.22
9/12/2018,27.35
9/13/2018,27.04
9/14/2018,27.27
9/17/2018,27.24
9/18/2018,26.97
9/19/2018,26.95
9/20/2018,26.96
9/21/2018,27.05
9/24/2018,27.06
9/25/2018,27.13
9/26/2018,27.15
9/27/2018,27.15
9/28/2018,27.21
10/1/2018,27.3
10/2/2018,27.33
10/3/2018,27.43
10/4/2018,27.66
10/5/2018,27.58
10/8/2018,27.4
10/9/2018,27.27
10/10/2018,27.15
10/11/2018,26.08
10/12/2018,26.07
10/15/2018,26
10/16/2018,25.9
10/17/2018,26.46
10/18/2018,26.39
10/19/2018,26.23
10/22/2018,26.15
10/23/2018,25.92
10/24/2018,25.93
10/25/2018,25.3
10/26/2018,25.43
10/29/2018,25.22
10/30/2018,25.17
10/31/2018,25.49
11/1/2018,25.58
11/2/2018,25.51
11/5/2018,25.35
11/6/2018,25.49
11/7/2018,25.57
11/8/2018,25.95
11/9/2018,26.02
11/12/2018,25.94
11/13/2018,25.51
11/14/2018,25.37
11/15/2018,24.88
11/16/2018,25.24
11/19/2018,25.13
11/20/2018,24.82
11/21/2018,24.62
11/22/2018,24.57
11/23/2018,24.47
11/26/2018,24.51
11/27/2018,24.8
11/28/2018,24.98
11/29/2018,25.17
11/30/2018,25.21
12/3/2018,25.59
12/4/2018,25.31
12/5/2018,25.02
12/6/2018,24.86
12/7/2018,25.07
12/10/2018,24.39
12/11/2018,24.59
12/12/2018,24.73
12/13/2018,24.8
12/14/2018,24.56
12/17/2018,24.5
12/18/2018,23.87
12/19/2018,23.84
12/20/2018,23.53
12/21/2018,23.46
12/24/2018,23.07
12/27/2018,23.55
12/28/2018,23.9
12/31/2018,23.82
